Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
ALG11	gene	ALG11	Expert Review Green;UKGTN;Radboud University Medical Center, Nijmegen;Literature;Illumina TruGenome Clinical Sequencing Services;Emory Genetics Laboratory	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	 Congenital disorder of glycosylation, type Ip 613661; ALG11-CDG (Disorders of protein N-glycosylation)				27604308;22213132		False	3	100;0;0	22.7	False		ENSG00000253710	ENSG00000253710	HGNC:32456													
ALG12	gene	ALG12	Expert Review Green;Radboud University Medical Center, Nijmegen;Literature;Illumina TruGenome Clinical Sequencing Services;Emory Genetics Laboratory	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Congenital disorder of glycosylation, type Ig 607143; Mannosyltransferase 8 deficiency (Disorders of protein N-glycosylation)				27604308;17506107;11983712		False	3	100;0;0	22.7	False		ENSG00000182858	ENSG00000182858	HGNC:19358													
ALG14	gene	ALG14	Expert Review Green;Literature	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	 ?Myasthenic syndrome, congenital, 15, without tubular aggregates 616227; Congenital myasthenic sydrome (Disorders of protein N-glycosylation)				27604308;23404334;30221345;28733338		False	3	100;0;0	22.7	False		ENSG00000172339	ENSG00000172339	HGNC:28287													
ALG3	gene	ALG3	Expert Review Green;UKGTN;Radboud University Medical Center, Nijmegen;Literature;Illumina TruGenome Clinical Sequencing Services;Emory Genetics Laboratory	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Congenital disorder of glycosylation, type Id 601110;Mannosyltransferase 6 deficiency ALG3-CDG (Disorders of protein N-glycosylation)				15108280;19862844		False	3	100;0;0	22.7	False		ENSG00000214160	ENSG00000214160	HGNC:23056													
ALG6	gene	ALG6	Expert Review Green;UKGTN;Radboud University Medical Center, Nijmegen;Literature;Illumina TruGenome Clinical Sequencing Services;Emory Genetics Laboratory	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	 Congenital disorder of glycosylation, type Ic 603147; Glucosyltransferase 1 deficiency (Disorders of protein N-glycosylation)				10914684		False	3	100;0;0	22.7	False		ENSG00000088035	ENSG00000088035	HGNC:23157													
ALG8	gene	ALG8	Expert Review Green;Radboud University Medical Center, Nijmegen;Literature;Illumina TruGenome Clinical Sequencing Services;Emory Genetics Laboratory	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	 Congenital disorder of glycosylation, type Ih 608104; Glucosyltransferase 2 deficiency (Disorders of protein N-glycosylation)				12480927;15235028		False	3	100;0;0	22.7	False		ENSG00000159063	ENSG00000159063	HGNC:23161													
ALG9	gene	ALG9	Expert Review Green;Radboud University Medical Center, Nijmegen;Literature;Illumina TruGenome Clinical Sequencing Services;Emory Genetics Laboratory	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	ALG9-CDG (Disorders of protein N-glycosylation);Congenital disorder of glycosylation, type Il 608776;Mannosyltransferase 7-9 deficiency (Disorders of protein N-glycosylation)				27604308;15148656;25966638		False	3	100;0;0	22.7	False		ENSG00000086848	ENSG00000086848	HGNC:15672													
AMPD2	gene	AMPD2	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Spastic paraplegia homozygous frameshift reported in single family (Novarino et al, 2014).;pontocerebellar hypoplasia type 9, 615809;Pontocerebellar hypoplasia 9 (#615809)				PMID: 24482476		False	3	0;0;0	22.7	False		ENSG00000116337	ENSG00000116337	HGNC:469													
ANO10	gene	ANO10	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Spinocerebellar ataxia, autosomal recessive 10,						False	3	0;0;0	22.7	False		ENSG00000160746	ENSG00000160746	HGNC:25519													
AP1S2	gene	AP1S2	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Pettigrew syndrome, OMIM:304340						False	3	0;0;0	22.7	False		ENSG00000182287	ENSG00000182287	HGNC:560													
APTX	gene	APTX	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Ataxia with Oculomotor Apraxia;Ataxia, early-onset, with oculomotor apraxia and hypoalbuminemia						False	3	0;0;0	22.7	False		ENSG00000137074	ENSG00000137074	HGNC:15984													
ARL13B	gene	ARL13B	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome 8				18674751;25138100		False	3	100;0;0	22.7	False		ENSG00000169379	ENSG00000169379	HGNC:25419													
ARMC9	gene	ARMC9	Expert Review Green;Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome 30, 617622				28625504		False	3	100;0;0	22.7	False		ENSG00000135931	ENSG00000135931	HGNC:20730													
ARSA	gene	ARSA	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Metachromatic leukodystrophy (#250100)						False	3	0;0;0	22.7	False		ENSG00000100299	ENSG00000100299	HGNC:713													
ASL	gene	ASL	NHS GMS;Expert Review Green;Literature	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Argininosuccinic aciduria, OMIM:207900;argininosuccinic aciduria, MONDO:0008815;Ataxia, HP:0001251				38044746;36994644;28251416;12384776;17326097;29326055		False	3	100;0;0	22.7	False		ENSG00000126522	ENSG00000126522	HGNC:746													
ATAD3A	gene	ATAD3A	NHS GMS;Expert Review Green;Expert Review	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Harel-Yoon syndrome, OMIM:617183;Pontocerebellar hypoplasia, hypotonia, and respiratory insufficiency syndrome, neonatal lethal, OMIM:618810				27640307;28549128;29053797;31727539;32607449;33845882		False	3	100;0;0	22.7	False		ENSG00000197785	ENSG00000197785	HGNC:25567													
ATCAY	gene	ATCAY	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Ataxia, cerebellar, Cayman type OMIM:601238;Cayman type cerebellar ataxia MONDO:0011025				29449188;14556008;23226316;26343454		False	3	50;50;0	22.7	False		ENSG00000167654	ENSG00000167654	HGNC:779													
ATG7	gene	ATG7	NHS GMS;Expert Review Green;Literature	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Spinocerebellar ataxia, autosomal recessive 31, OMIM:619422				34161705		False	3	100;0;0	22.7	False		ENSG00000197548	ENSG00000197548	HGNC:16935													
ATM	gene	ATM	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Ataxia-telangiectasia, OMIM:208900						False	3	0;0;0	22.7	False		ENSG00000149311	ENSG00000149311	HGNC:795													
ATP1A3	gene	ATP1A3	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Cerebellar ataxia, areflexia, pes cavus, optic atrophy and sensorineural hearing loss (CAPOS, #601338);Alternating hemiplegia of childhood 2 (#614820) and Dystonia 12 (#128235)						False	3	0;0;0	22.7	False		ENSG00000105409	ENSG00000105409	HGNC:801													
ATP2B3	gene	ATP2B3	Expert Review Green;NHS GMS	Hereditary ataxia and cerebellar anomalies - childhood onset			X-LINKED: hemizygous mutation in males, biallelic mutations in females	?Spinocerebellar ataxia, X-linked 1, OMIM:302500				25953895;28807751;36207321		False	3	100;0;0	22.7	False		ENSG00000067842	ENSG00000067842	HGNC:816													
ATP6AP1	gene	ATP6AP1	Expert Review Green;UKGTN;Radboud University Medical Center, Nijmegen;Literature	Hereditary ataxia and cerebellar anomalies - childhood onset			X-LINKED: hemizygous mutation in males, biallelic mutations in females	"Immunodeficiency 47	300972"				27231034		False	3	100;0;0	22.7	False		ENSG00000071553	ENSG00000071553	HGNC:868													
ATP6V0A1	gene	ATP6V0A1	NHS GMS;Expert Review Green;Literature	Hereditary ataxia and cerebellar anomalies - childhood onset			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	ATP6V0A1-related developmental disorder (monoallelic)				30842224;33057194;34909687;33833240		False	3	75;25;0	22.7	False		ENSG00000033627	ENSG00000033627	HGNC:865													
ATP6V0A2	gene	ATP6V0A2	Expert Review Green;UKGTN;Radboud University Medical Center, Nijmegen;Literature;Illumina TruGenome Clinical Sequencing Services;Emory Genetics Laboratory	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Cutis laxa, autosomal recessive, type IIA 21920; Wrinkly skin syndrome 278250; V0 subunit A2 of vesicular H(+)-ATPase deficiency (Disorders of multiple glycosylation and other glycosylation pathways, V-ATPase deficiencies)				20301755		False	3	100;0;0	22.7	False		ENSG00000185344	ENSG00000185344	HGNC:18481													
ATP8A2	gene	ATP8A2	NHS GMS;Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	?Cerebellar ataxia, mental retardation, and dysequilibrium syndrome 4 OMIM:615268;cerebellar ataxia, mental retardation, and dysequilibrium syndrome 4 MONDO:0014104				22892528;29531481;30012219;31612321;27679995;20683487		False	3	100;0;0	22.7	False		ENSG00000132932	ENSG00000132932	HGNC:13533													
B3GALNT2	gene	B3GALNT2	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies typeA 11;congenital muscular dystrophies				23453667		False	3	0;0;0	22.7	False		ENSG00000162885	ENSG00000162885	HGNC:28596													
B3GALNT2	gene	B3GALNT2	Expert Review Green;Radboud University Medical Center, Nijmegen;UKGTN;Emory Genetics Laboratory;Literature	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies, type A, 11	615181"				23453667		False	3	100;0;0	22.7	False		ENSG00000162885	ENSG00000162885	HGNC:28596													
B3GALT6	gene	B3GALT6	Expert Review Green;Radboud University Medical Center, Nijmegen;Emory Genetics Laboratory;UKGTN;Literature	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	"Ehlers-Danlos syndrome, progeroid type, 2	615349;Spondyloepimetaphyseal dysplasia with joint laxity, type 1, with or without fractures	271640"				23664117;23664118		False	3	100;0;0	22.7	False		ENSG00000176022	ENSG00000176022	HGNC:17978													
B3GAT3	gene	B3GAT3	Expert Review Green;Radboud University Medical Center, Nijmegen;Literature;Emory Genetics Laboratory	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	 Multiple joint dislocations, short stature, craniofacial dysmorphism, with or without congenital heart defects 245600; B3GAT3-CDG (Disorders of protein O-glycosylation,  O-mannosylglycan synthesis deficiencies)				21763480;27871226;26086840		False	3	100;0;0	22.7	False		ENSG00000149541	ENSG00000149541	HGNC:923													
B3GLCT	gene	B3GLCT	Expert Review Green;UKGTN;Radboud University Medical Center, Nijmegen;Literature;Illumina TruGenome Clinical Sequencing Services;Emory Genetics Laboratory	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	 Peters-plus syndrome 261540; O-fucose-specific beta-1,3-N-glucosyltransferase deficiency (Disorders of protein O-glycosylation,  O-mannosylglycan synthesis deficiencies)				16909395;23889335		False	3	100;0;0	22.7	False		ENSG00000187676	ENSG00000187676	HGNC:20207													
B4GALNT1	gene	B4GALNT1	NHS GMS;Expert Review Green;Expert list	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Spastic paraplegia 26, autosomal recessive, OMIM:609195;Hereditary spastic paraplegia 26, MONDO:0012213				23746551;24103911		False	3	100;0;0	22.7	False		ENSG00000135454	ENSG00000135454	HGNC:4117													
B4GALT1	gene	B4GALT1	Expert Review Green;Radboud University Medical Center, Nijmegen;Literature;Illumina TruGenome Clinical Sequencing Services;Emory Genetics Laboratory	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Congenital disorder of glycosylation, type IId, OMIM:607091				21920538;11901181		False	3	100;0;0	22.7	False		ENSG00000086062	ENSG00000086062	HGNC:924													
B4GALT7	gene	B4GALT7	Expert Review Green;UKGTN;Radboud University Medical Center, Nijmegen;Literature;Emory Genetics Laboratory	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Ehlers-Danlos syndrome with short stature and limb anomalies 130070; B4GALT7-CDG (Disorders of protein O-glycosylation,  O-mannosylglycan synthesis deficiencies, Disorders of protein O-glycosylation, O-xylosylglycan synthesis deficiencies)				27827381		False	3	100;0;0	22.7	False		ENSG00000027847	ENSG00000027847	HGNC:930													
B4GAT1	gene	B4GAT1	NHS GMS;Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 13,  615287;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), typeA, 13, 615287				23359570;23877401;23217742		False	3	100;0;0	22.7	False		ENSG00000174684	ENSG00000174684	HGNC:15685													
B9D2	gene	B9D2	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome 34, OMIM:614175;Meckel syndrome 10, OMIM:614175;Meckel syndrome, type 10, MONDO:0013609				21763481 - two affected fetuses form the same family displayed overlapping phenotypes including cystic kidneys, ductal plate malformation, polydactyly, and occipital encephalocele. Homozygous variant identified in this gene, which was not present in the unaffected son. Homozygous variants were not identified in other known Meckel syndrome genes;26092869 - two further cases with Joubert syndrome reported from two different families		False	3	0;0;100	22.7	False		ENSG00000123810	ENSG00000123810	HGNC:28636													
BBS1	gene	BBS1	NHS GMS;Expert Review Green;Expert list	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Bardet-Biedl syndrome 1 OMIM:209900;Bardet-Biedl syndrome 1 MONDO:0008854				15637713		False	3	100;0;0	22.7	False		ENSG00000174483	ENSG00000174483	HGNC:966													
C2CD3	gene	C2CD3	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	short-rib polydactyly syndromes (SRPS;MIM208500);MIM 613091, 263520), Jeune asphyxiating thoracic dystrophy (JATD;?Orofaciodigital syndrome XIV, 615948;Orofaciodigital syndromes (OFDS, MIM 311200)				24997988;26044959;27094867		False	3	0;50;50	22.7	False		ENSG00000168014	ENSG00000168014	HGNC:24564													
C5orf42	gene	C5orf42	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome;Oral-facial-digital syndrome type VI;Joubert syndrome 17				22693042;25920555;22425360		False	3	100;0;0	22.7	False		ENSG00000197603	ENSG00000197603	HGNC:25801													
CA8	gene	CA8	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Cerebellar ataxia and mental retardation with or without quadrupedal locomotion 3  613227;Cerebellar ataxia and mental retardation with or without quadrupedal locomotion 3				21885617		False	3	0;0;0	22.7	False		ENSG00000178538	ENSG00000178538	HGNC:1382													
CACNA1A	gene	CACNA1A	NHS GMS;Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Developmental and epileptic encephalopathy 42, OMIM:617106;developmental and epileptic encephalopathy, 42, MONDO:0014917;Episodic ataxia, type 2, OMIM:108500;Migraine, familial hemiplegic, 1, with progressive cerebellar ataxia, OMIM:141500						False	3	0;0;0	22.7	False		ENSG00000141837	ENSG00000141837	HGNC:1388													
CACNA1G	gene	CACNA1G	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Spinocerebellar ataxia 42 616795				25558065;29878067;17397049;28726809		False	3	0;0;0	22.7	False	Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments	ENSG00000006283	ENSG00000006283	HGNC:1394													
CAD	gene	CAD	NHS GMS;Expert Review Green;Literature	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Developmental and epileptic encephalopathy 50, OMIM:616457				25678555;28007989;32820246		False	3	100;0;0	22.7	False		ENSG00000084774	ENSG00000084774	HGNC:1424													
CAMTA1	gene	CAMTA1	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Cerebellarataxia, nonprogressive, with mental retardation, 614756						False	3	0;0;0	22.7	False		ENSG00000171735	ENSG00000171735	HGNC:18806													
CASK	gene	CASK	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	FG syndrome 4, 300422;Mental retardation, with or without nystagmus;Mental retardation and microcephaly with pontine and cerebellar hypoplasia;Pontocerebellar Hypoplasia;FG syndrome 4;Mental retardation and microcephaly with pontine and cerebellar hypoplasia, 300749;Mental retardation, with or without nystagmus, 300422				21954287;20595373;32700313;33090494;33272775;35149592		False	3	0;0;0	22.7	False		ENSG00000147044	ENSG00000147044	HGNC:1497													
CBY1	gene	CBY1	NHS GMS;Expert Review Green;Literature	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	intellectual disability;cerebellar ataxia;molar tooth sign;polydactyly;Joubert syndrome				33131181;25103236;25220153		False	3	100;0;0	22.7	False		ENSG00000100211	ENSG00000100211	HGNC:1307													
CC2D2A	gene	CC2D2A	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome 9;COACH syndrome;Joubert syndrome with oculorenal defect;Meckel syndrome 6;Meckel syndrome						False	3	100;0;0	22.7	False		ENSG00000048342	ENSG00000048342	HGNC:29253													
CCDC115	gene	CCDC115	Expert Review Green;Other	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Congenital disorder of glycosylation, type IIo 616828				26833332		False	3	100;0;0	22.7	False		ENSG00000136710	ENSG00000136710	HGNC:28178													
CENPF	gene	CENPF	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Stromme syndrome, OMIM:243605;Lethal fetal brain malformation-duodenal atresia-bilateral renal hypoplasia syndrome				26820108		False	3	100;0;0	22.7	False		ENSG00000117724	ENSG00000117724	HGNC:1857													
CEP104	gene	CEP104	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome 25, 616781;Joubert syndrome 25				26477546		False	3	100;0;0	22.7	False		ENSG00000116198	ENSG00000116198	HGNC:24866													
CEP290	gene	CEP290	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	610189;Meckel syndrome 4;Senior-Loken syndrome;611755;Joubert syndrome 5;Joubert syndrome with oculorenal defect;610188;Senior-Loken syndrome 6;611134;Meckel syndrome				20690115;18327255		False	3	50;0;50	22.7	False		ENSG00000198707	ENSG00000198707	HGNC:29021													
CEP41	gene	CEP41	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome 15				22246503		False	3	100;0;0	22.7	False		ENSG00000106477	ENSG00000106477	HGNC:12370													
CHMP1A	gene	CHMP1A	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Pontocerebellar hypoplasia, type 8, 614961				23023333		False	3	0;0;0	22.7	False		ENSG00000131165	ENSG00000131165	HGNC:8740													
CHST14	gene	CHST14	Expert Review Green;Radboud University Medical Center, Nijmegen;Literature;Emory Genetics Laboratory	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Ehlers-Danlos syndrome, musculocontractural type 1 601776; CHST14-CDG (Disorders of protein O-glycosylation,  O-mannosylglycan synthesis deficiencies)				26646600		False	3	100;0;0	22.7	False		ENSG00000169105	ENSG00000169105	HGNC:24464													
CHST3	gene	CHST3	Expert Review Green;UKGTN;Radboud University Medical Center, Nijmegen;Literature;Illumina TruGenome Clinical Sequencing Services;Emory Genetics Laboratory	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	 Spondyloepiphyseal dysplasia with congenital joint dislocations 143095; CHST3-CDG (Disorders of protein O-glycosylation,  O-mannosylglycan synthesis deficiencies)				20830804		False	3	100;0;0	22.7	False		ENSG00000122863	ENSG00000122863	HGNC:1971													
CHST6	gene	CHST6	Expert Review Green;Radboud University Medical Center, Nijmegen;Literature;Illumina TruGenome Clinical Sequencing Services;Emory Genetics Laboratory	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Macular corneal dystrophy 217800; CHST6-CDG (Disorders of protein O-glycosylation,  O-mannosylglycan synthesis deficiencies)				16568029		False	3	100;0;0	22.7	False		ENSG00000183196	ENSG00000183196	HGNC:6938													
CHSY1	gene	CHSY1	Expert Review Green;Radboud University Medical Center, Nijmegen;Literature;Emory Genetics Laboratory	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	 Temtamy preaxial brachydactyly syndrome 605282; CHSY1-CDG (Disorders of protein O-glycosylation,  O-mannosylglycan synthesis deficiencies)				24269551;21129727		False	3	100;0;0	22.7	False		ENSG00000131873	ENSG00000131873	HGNC:17198													
